coaster_name,Length,Location,Status,Manufacturer,Height restriction,Model,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,Name,year_introduced,latitude,longitude,Type_Main,opening_date_clean,speed1,speed2,speed1_value,speed1_unit,speed_mph,height_value,height_unit,height_ft,Inversions_clean,Gforce_clean
New Mexico Rattler,"2,750 ft (840 m)",Cliff's Amusement Park,Operating,,48 in (122 cm),,,"$2,000,000 ",Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:15,,,52°,75 ft (23 m),,,,Out and back,,,,,,,,,,,,,,,2002,35.143,-106.5884,Wood,9/28/2002,47 mph ,76 km/h,47,mph,47,80,ft,,0,
Primeval Whirl,"1,377.9 ft (420.0 m)",Disney's Animal Kingdom,Removed,Reverchon Industries,48 in (122 cm),Spinning Coaster,Chain lift hill,,,DinoLand U.S.A. - Chester & Hester's Dino-Rama,1:30,900 riders per hour,Walt Disney Imagineering,,,,,,Wild Mouse,,15-Mar-20,,,,,,,,,,,,,2002,28.3564,-81.5877,Steel,3/31/2002,29.1 mph ,46.8 km/h,29.1,mph,29.1,42.7,ft,,0,2.5
Ricochet (Carowinds),"1,214 ft (370 m)",Carowinds,Operating,Mack Rides,44 in (112 cm),,Chain lift hill,,,Carolina Boardwalk,1:50,,,,,,,,,,,,,,,,,,,,,,,2002,35.1042,-80.9428,Steel,3/23/2002,28 mph ,45 km/h,28,mph,28,45.9,ft,,0,
Rock 'n' Roller Coaster Starring Aerosmith,"3,267.7 ft (996.0 m)",Other,,Vekoma,48 in (122 cm),LSM Coaster,LSM launch,,6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:22,"1,800 riders per hour",Walt Disney Imagineering,,,,,,,,"September 2, 2019",,Iron Man-themed roller coaster,,,Must transfer from wheelchair,,Single rider line available,,,0 to 57 mph (0 to 92 km/h) in 2.8 seconds,,Rock 'n' Roller Coaster Starring Aerosmith,2002,,,Steel,,57 mph ,92 km/h,57,mph,57,80,ft,,3,5
Roller Soaker,"1,300 ft (400 m)",Hersheypark,Removed,Setpoint USA,42 in (107 cm),,Chain lift hill,,9 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,The Boardwalk,,,,,,,,,,,"September 3, 2012",,Breakers Edge Water Coaster,,,,,,,,,,,2002,40.2914,-76.6531,Steel,5/4/2002,20.5 mph ,33.0 km/h,20.5,mph,20.5,70,ft,,0,
Rugrats Runaway Reptar (Dreamworld),"342 m (1,122 ft)",Dreamworld,Operating,Vekoma,110 cm (3 ft 7 in),Suspended Family Coaster (342m),Drive tire lift hill,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,DreamWorks Experience - Madagascar Madness,1:30,650 riders per hour,,,,,,,,,,,,,,,,,,,,,,2002,-27.8639,153.3169,Steel,12/26/2002,41.8 km/h ,26.0 mph,41.8,km/h,26,14.9,m,48.9,0,2.2
Scooby-Doo Spooky Coaster,"530 m (1,740 ft)",Warner Bros. Movie World,Operating,Mack Rides,110 cm (3 ft 7 in),Custom,Vertical Elevator Lift,"A$13,000,000[1]",18 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,4:13,1000 riders per hour,Warner Bros. Movie World,,10 m (33 ft),,,Warner Bros. Classics & Great Gremlins Adventure,,,,,,,,,,,,,,,,2002,-27.9078,153.3111,Steel,6/17/2002,44.6 km/h ,27.7 mph,44.6,km/h,27.7,17,m,55.8,0,2.4
Silver Star (roller coaster),"1,620 m (5,310 ft)",Europa-Park,Operating,Bolliger & Mabillard,55 in (140 cm),Hypercoaster,Chain lift hill,,,France,,"1,750 riders per hour",,68.5°,67 m (220 ft),,,,Out and Back,,,,,,,,,,,,,,,2002,48.268,7.72,Steel,3/23/2002,127 km/h ,79 mph,127,km/h,78.9,73,m,239.5,0,4
Star Jet,,Casino Pier,Removed,E&F Miler Industries,42 in (107 cm),Hi-Miler,,,3 trains with 3 cars. Riders are arranged 2 across in a single row for a total of 6 riders per train.,,,,,,,,,Jet Star,,,"October 29, 2012",,Hydrus,,,,,,,,,,,2002,39.9428,-74.0683,Steel,1/1/2002,,,,,,52,ft,,0,
Superman: La Atracción de Acero,"3,608.9 ft (1,100.0 m)",Parque Warner Madrid,Operating,Bolliger & Mabillard,52 in (132 cm),Floorless Coaster,,,,,2:26,,,,,,,,,,,,,,,,,,,,,,,2002,40.2277,-3.5906,Steel,4/6/2002,62.1 mph ,99.9 km/h,62.1,mph,62.1,164.1,ft,,7,
Superman: Ultimate Flight,"2,759–2,798 ft (841–853 m)",Other,,Bolliger & Mabillard,54 in (137 cm),Flying Coaster - Superman,Chain lift hill,,"Two (Great America) or three (Over Georgia and Great Adventure) trains, with seven (Over Georgia) or eight (Great America or Great Adventure) cars. Riders are arranged four across in one row for a total of 28 (Over Georgia) or 32 (Great America or Great Adventure) riders per train.",,,1100-1500 riders per hour,,,100 ft (30 m),,,,,,,,,,,,,,,Flash Pass available,,,,2002,,,Steel,,51 mph ,82 km/h,51,mph,51,106,ft,,2,3
Toboggan (Conneaut Lake Park),450 ft (140 m),Conneaut Lake Park,Removed,Chance Rides,,Toboggan,,,,,1:10,,,,,,,,,,2006,,,,,,,,,,,,,2002,41.6341,-80.3137,Steel,1/1/2002,,,,,,45,ft,,0,
Tom & Jerry (roller coaster),"1,181 ft (360 m)",Parque Warner Madrid,Operating,Zierer,,,,,,Cartoon Village,1:05,1250 riders per hour,,,,,,,,,,,,,,,,,,,,,,2002,40.2298,-3.5961,Steel,4/6/2002,22 mph ,35 km/h,22,mph,22,26,ft,,0,
Le Vampire,"2,700.2 ft (823.0 m)",La Ronde,Operating,Bolliger & Mabillard,54 in (137 cm),Inverted Coaster / Batman,Chain lift hill,,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,,1:13 minutes,1400 riders per hour,,,,,,,,,,,,,Flash Pass Available,,,,,,,,,2002,45.5225,-73.5381,Steel,5/18/2002,50 mph ,80 km/h,50,mph,50,105,ft,,5,4
Wicked Twister,675 ft (206 m),Cedar Point,Closed,Intamin,52–78 in (132–198 cm),Twisted Impulse Coaster,LIM Launch track,$9 million,Single train with 8 cars. Riders are arranged 2 across in 2 rows for a total of 32 riders per train.,,,1000 riders per hour,Werner Stengel,90°,206 ft (63 m),"May 2, 2002",,Aquarium,,,"September 6, 2021",,,,,,,,,,,,,2002,41.482,-82.6799,Steel,5/5/2002,72 mph ,116 km/h,72,mph,72,215,ft,,0,
Winja's Fear & Force,"1,345.17 ft (410.0 m)",Other,Operating,Maurer AG,120–200 cm (3 ft 11 in–6 ft 7 in),Xtended SC 3000,Elevator Lift,,,Wuze Town,,1440 riders per hour,Werner Stengel,45°,,,,,,,,,,,,,,,,,,,,2002,50.8002,6.8777,Steel,3/30/2002,37.25 mph ,59.9 km/h,37.25,mph,37.2,57.08,ft,,0,
X2 (roller coaster),"3,610 ft (1,100 m)",Six Flags Magic Mountain,Operating,Arrow Dynamics,48 in (122 cm),4th Dimension Coaster,Chain Lift,"$45,000,000 USD to build (2002)$10,000,000 USD to renovate (2008)[1]",3 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Baja Ridge,,1600[2] riders per hour,Alan SchilkeRenato Manzoni,88.5°,215 ft (66 m),"December 24, 2001",,,,,,,,,,Must transfer from wheelchair,,,,,,,,2002,34.421,-118.5929,Steel,1/12/2002,76 mph ,122 km/h,76,mph,76,175,ft,,2,4
Xcelerator,"2,202 ft (671 m)",Knott's Berry Farm,Operating,Intamin,52 in (132 cm),Accelerator Coaster,Hydraulic catch car launch,"$13,000,000 ",2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,The Boardwalk,1:02 (25 seconds from launch to brakes),"1,330 riders per hour",Werner Stengel,90°,,,Fast Lane available,Windjammer Surf Racers,Dual Overbank Figure 8,,,,,,,,,,,,0 − 82 mph (132 km/h) in 2.3 seconds,,,2002,33.8458,-118.0008,Steel,6/22/2002,82 mph ,132 km/h,82,mph,82,205,ft,,0,
Atlantis Adventure,"2,198.1 ft (670.0 m)",Lotte World,Operating,Intamin,,Suspended looping coaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,Steel,1/1/2003,46.6 mph ,75.0 km/h,46.6,mph,46.6,72.2,ft,,0,
Balder (roller coaster),"1,070 m (3,510 ft)",Liseberg,Operating,Intamin,130 cm (4 ft 3 in),Wooden Coaster (Prefabricated Track),1 chain lift hill,"100 million SEK (=approx. $12,6 million)",2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,,2:08,"1,200 riders per hour",Ingenieurbüro Stengel GmbH,70°,30.5 m (100 ft),,,,,,,,,,,,,,,,,,,2003,57.6933,11.9961,Wood,4/12/2003,90 km/h ,56 mph,90,km/h,55.9,36,m,118.1,0,
Batman: The Ride,"2,693 or 2,700 ft (821 or 823 m)",Other,,Bolliger & Mabillard,54 in (137 cm),Inverted Coaster – Batman,Chain lift hill,,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,1:45,1280–1400[1][2] riders per hour,Werner Stengel,,84.5 ft[3],,,,,,,,,,,,,Single rider line available,Over-the-shoulder,Flash Pass available,,,,2003,,,Steel,,50 mph ,80 km/h,50,mph,50,100,ft,,5,4
Canyon Blaster (Great Escape),"2,000 ft (610 m)",Other,,Arrow Development,42 in (107 cm),Mine Train,Chain lift hill,,,,2 min. 30 sec.,,,,,,,,,,1997,,,,,,,,,,,,,2003,,,Steel,,45 mph ,72 km/h,45,mph,45,56,ft,,0,
Dragon Express,80 m (260 ft),Adventure World,Operating,Zamperla,,Family Gravity Coaster 80STD,,,Single train with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,2003,-32.097,115.8181,Steel,9/27/2003,,,,,,4,m,13.1,0,
Greased Lightnin' (Six Flags Discovery Kingdom),,Other,Discontinued,Anton Schwarzkopf,,,,,,,,1300 riders per hour,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,2003,,,Other,,,,,,,,,,2,
Greezed Lightnin' (Kentucky Kingdom),,Other,Discontinued,Anton Schwarzkopf,,,,,,,,1300 riders per hour,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,2003,,,Other,,,,,,,,,,2,
Half Pipe (roller coaster),229.7 ft (70.0 m),Other,,Intamin,52 in (132 cm),Half Pipe Coaster (30m),LIM,,"Single train with 2 cars, each seating 8 riders",,2:00,,Werner Stengel,,,,,,Half pipe coaster,,2019,,,,,,,,,,,,,2003,,,Steel,,43.5 mph ,70.0 km/h,43.5,mph,43.5,98.4,ft,,0,4.5
Jack Rabbit (Celebration City),,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,,,,,,,,,,,,,,,,,,,"1979 (first park - now closed)December 24, 1997 (Orlando)2007 (Kissimmee) 2017 (Atlanta)",,fun-spot.com,,,Americana,,,,,,,2003,28.3303,-81.5147,Other,,,,,,,,,,0,
The Jester (roller coaster),"1,936 ft (590 m)",Other,,Vekoma,48 in (122 cm),Hurricane,Chain lift hill,"$4,300,000 USD",2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,1:24,1200 riders per hour,,40°,69 ft (21 m),,,,,,,,Pandemonium,,,,,,,,,,The Joker's Revenge,2003,,,Steel,,40 mph ,64 km/h,40,mph,40,79,ft,,3,3.5
Kiddy Hawk,"1,122 ft (342 m)",Carowinds,Operating,Vekoma,44–76 in (112–193 cm),Suspended Family Coaster 342m,Tire propelled lift hill,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Celebration Plaza,1:30,650 riders per hour,,,,,,,,,,,,,,Must transfer from wheelchair,,,,,,,,2003,,,Steel,3/22/2003,26 mph ,42 km/h,26,mph,26,49,ft,,0,2.2
Nemesis Inferno,"750 m (2,460 ft)",Thorpe Park,Operating,Bolliger & Mabillard,140 cm (4 ft 7 in),Inverted Coaster – Custom,Chain lift hill,£8 million,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,The Jungle,1:43,"1,150 riders per hour",John Wardley & Werner Stengel & Jordan Forster,,28 m (92 ft),,,Mr. Rabbit's Tropical Travels,,Fastrack available,,,,,,,,,,,,,,2003,51.4035,-0.5164,Steel,4/5/2003,80 km/h ,50 mph,80,km/h,49.7,29,m,95.1,4,5
Ozark Wildcat,"2,600 ft (790 m)",Celebration City,Removed,Great Coasters International,,,,"US$4,000,000",2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,1:30,,,,,,,,,,"October 25, 2008",,,,,,,,,,,,,2003,36.6509,-93.2938,Wood,5/1/2003,45 mph ,72 km/h,45,mph,45,80,ft,,0,
Scream (roller coaster),"3,985 ft (1,215 m)",Six Flags Magic Mountain,Operating,Bolliger & Mabillard,54 in (137 cm),Floorless Coaster,Chain lift hill,,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Screampunk District,3:00,"1,440 riders per hour",Werner Stengel,,141 ft (43 m),,,,,,,,,,,Must transfer from wheelchair,,,,Flash Pass available,,,,2003,34.4286,-118.5983,Steel,4/12/2003,63 mph ,101 km/h,63,mph,63,150,ft,,7,4
Spider (roller coaster),"1,391.08 ft (424.00 m)",Lagoon,Operating,Maurer AG,46 in (117 cm),Xtended SC 2000,,"USD 3,000,000",8 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,1:10,930 riders per hour,,50°,,,,,,,,,,,,,,,,,,,,2003,40.9844,-111.895,Steel,4/1/2003,37.3 mph ,60.0 km/h,37.3,mph,37.3,50.83,ft,,0,
Steel Venom (Valleyfair),630 ft (190 m),Valleyfair,Operating,Intamin,52–78 in (132–198 cm),Twisted Impulse Coaster,LIM Launch Track,"$8,500,000 USD",Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,,950 riders per hour,,90°,175 ft (53 m),,Fast Lane available,,,,,,,,,,,,,,,,,2003,44.7978,-93.4517,Steel,5/17/2003,68 mph ,109 km/h,68,mph,68,185,ft,,0,
Superman: Ultimate Flight,"2,759–2,798 ft (841–853 m)",Other,,Bolliger & Mabillard,54 in (137 cm),Flying Coaster - Superman,Chain lift hill,,"Two (Great America) or three (Over Georgia and Great Adventure) trains, with seven (Over Georgia) or eight (Great America or Great Adventure) cars. Riders are arranged four across in one row for a total of 28 (Over Georgia) or 32 (Great America or Great Adventure) riders per train.",,,1100-1500 riders per hour,,,100 ft (30 m),,,,,,,,,,,,,,,Flash Pass available,,,,2003,,,Steel,,51 mph ,82 km/h,51,mph,51,106,ft,,2,3
Swamp Thing (Wild Adventures),"1,122 ft (342 m)",Wild Adventures,Operating,Vekoma,44 in (112 cm),Suspended Family Coaster (342m),,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,1:30,,,,,,,,,,,,,,,,,,,,,,,2003,30.7196,-83.3217,Steel,1/1/2003,26 mph ,42 km/h,26,mph,26,48,ft,,0,2.2
Thunder Dolphin,"1,066 m (3,497 ft)",Tokyo Dome City Attractions,Operating,Intamin,130 cm (4 ft 3 in),Mega Coaster,Cable lift hill,"$37,000,000 ",,LaQua,1:30,"1,660 riders per hour",Werner Stengel,80°,66 m (217 ft),,,,,,,,,,,,,,,,,,,2003,35.7063,139.7533,Steel,5/1/2003,130 km/h ,81 mph,130,km/h,80.8,80,m,262.5,0,4.4
Top Thrill Dragster,"2,800 ft (850 m)",Cedar Point,Closed,Intamin,52–78[1] in (132–198 cm),Accelerator Coaster,Hydraulic Launch,$25 million,"6 trains, with 5 cars. Riders are arranged 2 across in 2 rows (except for the first car), for a total of 18 riders per train.",Gemini Midway,0:30,"1,000 riders per hour",Werner Stengel,90°,400 ft (120 m),"May 1, 2003",,"Chaos, Troika",,,,,,,,,,,,,0 to 120 mph (0 to 193 km/h) in 4 seconds,,,2003,41.484,-82.6862,Steel,5/4/2003,120 mph ,190 km/h,120,mph,120,420,ft,,0,
Twist n' Shout,"1,817.6 ft (554.0 m)",Loudoun Castle,Removed,Anton Schwarzkopf,,Silverarrow,Chain lift hill,,6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:48,1500 riders per hour,Werner Stengel,,,,,,,,2010,,,,,,,,,,,,,2003,55.6104,-4.3689,Steel,4/1/2003,41 mph ,66 km/h,41,mph,41,60.7,ft,,1,
Vild-Svinet,"428 m (1,404 ft)",BonBon-Land,Operating,Gerstlauer,140 cm (4 ft 7 in),,,,4 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,1:00,,Werner Stengel,97°,,,,,,,,,,,,,,,,,,,,2003,55.2611,11.8634,Steel,5/16/2003,72.4 km/h ,45.0 mph,72.4,km/h,45,22,m,72.2,1,
Vilda Musen,"1,410.9 ft (430.0 m)",Gröna Lund,Operating,Gerstlauer,,Bobsled Coaster (Custom),,,,,1:34,800 riders per hour,"Werner Stengel, Wendelin Stückl",40°,,,,,,,,,,,,,,,,,,,,2003,59.3231,18.0956,Steel,4/18/2003,34.2 mph ,55.0 km/h,34.2,mph,34.2,68.11,ft,,0,
Booster Bike,"594 m (1,949 ft)",Toverland,Operating,Vekoma,55 in (140 cm),Motorbike Coaster (600m),,,Single train with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,1:08,,Vekoma,,,,,,Out and Back,,,,,,,,,,,,"""0 to 46.6 mph (0 to 75 km/h) in 3 seconds"".",,,2004,51.3975,5.9842,Steel,7/27/2004,75 km/h ,47 mph,75,km/h,46.6,15,m,49.2,0,2.5
Dæmonen,"564 m (1,850 ft)",Tivoli Gardens,Operating,Bolliger & Mabillard,132 cm (4 ft 4 in),Floorless Coaster,Chain lift hill,75 million DKK (€10 M),2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,,1:46,"1,200 riders per hour",,,20 m (66 ft),,,Slangen,Twister,,,,,,,,,,,,,,,2004,55.6728,12.5703,Steel,4/16/2004,77 km/h ,48 mph,77,km/h,47.8,28,m,91.9,3,4
Dragon's Fury (roller coaster),"1,706 ft (520 m)",Chessington World of Adventures,Operating,Maurer AG,120 cm (3 ft 11 in),Xtended SC 3000,2 Chain Lifts,,8 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Land of the Dragons,,550 riders per hour,,,,,,,,Fastrack available,,,,,,,,,,,,Individual lap bar,,2004,51.348,-0.319,Steel,3/27/2004,,,,,,50.8,ft,,0,
Fairly Odd Coaster,"1,345 ft (410 m)",Nickelodeon Universe,Operating,Gerstlauer,43 in (109 cm),Spinning Coaster Model 420/4,Chain-lift,,6 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Southeast,1:30,480-720 riders per hour,Werner Stengel,50°,34 ft (10 m),,,,Twister,,,,,,,,,,,,,,,2004,44.8542,-93.2422,Steel,3/15/2004,31 mph ,50 km/h,31,mph,31,54,ft,,0,3.2
Half Pipe (roller coaster),229.7 ft (70.0 m),Other,,Intamin,52 in (132 cm),Half Pipe Coaster (30m),LIM,,"Single train with 2 cars, each seating 8 riders",,2:00,,Werner Stengel,,,,,,Half pipe coaster,,2019,,,,,,,,,,,,,2004,,,Steel,,43.5 mph ,70.0 km/h,43.5,mph,43.5,98.4,ft,,0,4.5
Hell Cat,"2,602 ft (793 m)",Clementon Amusement Park,Operating,S&S – Sansei Technologies,54 in (137 cm),Wooden Coaster,Chain lift hill,"$4,000,000 USD",,Hell Cat,1:30,2560 riders per hour,,62°,105 ft (32 m),,,,Out and Back Helix and Twister,,8-Sep-19,,,,,,,,,,,,,2004,39.802,-74.9847,Wood,9/18/2004,56 mph ,90 km/h,56,mph,56,110,ft,,0,
The Joker Funhouse Coaster,900 ft (270 m),Six Flags Over Georgia,Operating,Chance Manufacturing,36 in (91 cm),Big Dipper,Propelled by a spinning propulsion system,,,DC Super Friends,1:28[1],1000 riders per hour,,,,,,,,,,,,,Flash Pass Available,,,,,,,,,2004,33.7678,-84.551,Steel,9/4/2004,30 mph ,48 km/h,30,mph,30,,,,0,
Journey to Atlantis,,SeaWorld Orlando,Operating,Mack Rides,42 in (107 cm),Water Coaster,Chain lift hill,,,Sea of Legends,5:56,,,,60 ft (18 m),,,,Water Coaster,,,,,,,,,Single rider line available,,,,,,2004,,,Steel,4/17/1998,,,,,,,,,0,
Lightning (roller coaster),"2,562 ft (781 m)",Kuwait Entertainment City,Removed,Bolliger & Mabillard,,Inverted Coaster,Chain lift hill,,,International World,,,Werner Stengel,,,,,,,,2016,,,,,,,,,,,,,2004,29.3456,47.8182,Steel,1/1/2004,53 mph ,85 km/h,53,mph,53,111,ft,,5,
Nighthawk (roller coaster),"2,766 ft (843 m)",Other,,Vekoma,54–81 in (137–206 cm),Flying Dutchman,Chain,"US$17,000,000",2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Celebration Plaza,1:50,1000 (Currently 192) riders per hour,,53°,103 ft (31 m),,Fast Lane available,,,,"September 2, 2003",,South Bay Shores,,,,,,,,,,,2004,,,Steel,,51 mph ,82 km/h,51,mph,51,115,ft,,5,4.3
Ragin' Cajun (roller coaster),"1,377.9 ft (420.0 m)",Other,,Zamperla,48 in (122 cm),Twister Coaster 420STD,Chain lift hill,,9 trains with a single car. Riders are arranged 4 across in a single row for a total of 4 riders per train.,,1:30,900 riders per hour,,,,,,Two Face: The Flip Side,Wild Mouse,,"October 27, 2013",,The Joker,,,,,,,,,,,2004,,,Steel,,29.1 mph ,46.8 km/h,29.1,mph,29.1,42.7,ft,,0,2.5
Revenge of the Mummy,,Other,,Premier Rides,48 in (122 cm),,Linear induction motors,,4 trains with 2 cars. Riders are arranged 4 across in 2 rows for a total of 16 riders per train.,,,,Universal Creative,50°,,,,,,,"January 7, 2022",,,,,,,Single rider line available,,,,,,2004,,,Steel,,40 mph ,64 km/h,40,mph,40,44.4,ft,,0,
Sand Serpent,"1,213.9 ft (370.0 m)",Other,,Mack Rides,,Wild Maus,Chain lift hill,,,,1:50,,Werner Stengel,,,,,Crazy Camel,,,2003,,Curse of DarKastle,,,,,,,,,,,2004,,,Steel,,28 mph ,45 km/h,28,mph,28,45.9,ft,,0,
Shock Wave (Brean Leisure Park),,Brean Leisure Park,Operating,Pinfari,,TL59,Chain lift hill,,,,,960 riders per hour,,,,,,,,,,,,,,,,,,,,,,2004,51.2861,-3.0089,Steel,1/1/2004,,,,,,,,,1,
Silver Bullet (Knott's Berry Farm),"3,125 ft (952 m)",Knott's Berry Farm,Operating,Bolliger & Mabillard,54 in (137 cm),Inverted coaster,Chain lift,"US$16,000,000",3 (max. 2 in operation) trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Ghost Town,2:30,1300 riders per hour,,40°,109 ft (33 m),,Fast Lane available,,,,,,,,,,,,,,,,,2004,33.8444,-117.9997,Steel,12/7/2004,55 mph ,89 km/h,55,mph,55,146,ft,,6,3
Spinball Whizzer,"470 m (1,540 ft)",Alton Towers,Operating,Maurer AG,120–195[2] cm (3 ft 11 in–6 ft 5 in),SC 2200[1],Chain lift hill,"£3,500,000",,The Towers,1:15,950 riders per hour,,,,,,,,,,,,,,,,,,,,,,2004,52.9889,-1.8946,Steel,3/27/2004,60 km/h ,37 mph,60,km/h,37.3,17,m,55.8,0,
Spinning Dragons,"1,345 ft (410 m)",Worlds of Fun,Operating,Gerstlauer,43 in (109 cm),,Chain Lift,"$4,000,000 USD",,Orient,1 min 30sec,720 riders per hour,,50°,50 ft (15 m),,Fast Lane available,,,,,,,,,,,,,,,,,2004,39.1754,-94.4879,Steel,4/17/2004,31 mph ,50 km/h,31,mph,31,54,ft,,0,
